customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
6992-CCCC,Female,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),28.64,Yes,1853.7
7464-AAAA,Female,1,Yes,No,58,No,No phone service,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,81.12,No,4689.39
5332-RRRR,Male,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,Two year,No,Electronic check,66.19,No,410.44
3024-OOOO,Male,0,Yes,Yes,48,Yes,No,No,No,Yes,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),118.6,No,5668.28
7038-VVVV,Female,0,No,No,15,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,57.24,Yes,858.38
5295-SSSS,Female,1,Yes,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,114.46,Yes,1854.85
7242-UUUU,Female,1,Yes,No,33,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),58.83,Yes,1923.61
7086-DDDD,Female,0,No,Yes,32,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Two year,No,Credit card (automatic),86.76,No,2765.15
4830-PPPP,Female,0,Yes,Yes,25,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),82.94,No,2075.49
1410-TTTT,Male,0,No,Yes,65,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),26.94,No,1743.04
6374-TTTT,Female,0,No,Yes,62,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,92.96,No,5762.36
4626-UUUU,Male,1,Yes,No,40,Yes,No phone service,No,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),39.22,Yes,1573.05
2035-UUUU,Male,0,No,Yes,57,Yes,No phone service,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),57.29,Yes,3271.22
8606-WWWW,Male,0,No,Yes,9,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.86,Yes,
5951-UUUU,Female,0,No,No,14,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,113.15,Yes,1568.28
7689-DDDD,Male,1,No,No,41,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.51,Yes,3067.57
3290-BBBB,Male,0,Yes,No,56,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,70.45,No,3958.67
1609-JJJJ,Female,0,No,Yes,16,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,68.99,Yes,1112.3
9071-DDDD,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),100.31,No,5906.97
2592-HHHH,Male,1,No,Yes,8,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),118.06,Yes,932.65
9807-EEEE,Female,0,No,Yes,35,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,81.93,Yes,2870.52
7367-OOOO,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,One year,No,Mailed check,56.3,No,4060.04
7078-VVVV,Male,0,Yes,No,35,No,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,No,Credit card (automatic),40.23,No,1419.8
9850-NNNN,Male,0,Yes,No,47,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),38.23,No,1792.0
3531-NNNN,Female,0,Yes,Yes,50,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),104.29,Yes,5220.77
2622-PPPP,Female,0,No,Yes,69,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.98,No,8146.34
7686-IIII,Female,0,No,Yes,67,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),88.4,Yes,5916.26
1536-WWWW,Male,0,No,Yes,21,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,114.31,Yes,2396.1
7070-GGGG,Male,0,No,Yes,5,Yes,No,DSL,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),53.42,Yes,251.13
8264-OOOO,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),81.32,No,2022.36
4868-LLLL,Male,0,No,No,2,Yes,Yes,No,Yes,Yes,No,No internet service,No,No internet service,One year,No,Electronic check,69.67,Yes,133.04
2627-VVVV,Male,1,Yes,No,51,Yes,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,66.69,Yes,3406.41
7018-RRRR,Female,0,No,Yes,59,Yes,No phone service,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,81.8,Yes,4848.83
6876-BBBB,Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,49.44,Yes,3070.13
7523-IIII,Male,0,Yes,No,64,Yes,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),82.63,No,5275.87
4109-DDDD,Male,0,No,No,51,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),85.87,Yes,4374.6
8450-CCCC,Male,0,No,Yes,13,Yes,No,No,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Mailed check,102.28,No,1340.14
4475-UUUU,Female,0,Yes,No,71,Yes,No,No,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.66,No,6499.83
1349-BBBB,Female,0,No,No,67,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),50.39,No,3391.12
6464-HHHH,Female,1,No,Yes,27,Yes,No phone service,No,No,Yes,Yes,No internet service,Yes,No,Two year,No,Mailed check,63.56,No,1722.97
3063-ZZZZ,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),30.35,No,2121.98
4362-CCCC,Male,1,Yes,No,9,No,Yes,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.11,Yes,377.86
4394-SSSS,Female,0,Yes,No,56,Yes,No,No,Yes,Yes,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),70.6,No,3963.68
4538-HHHH,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,No,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),28.38,No,1851.14
6383-YYYY,Female,0,No,No,49,Yes,No phone service,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,75.6,Yes,3709.13
3417-ZZZZ,Female,0,Yes,No,13,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,57.47,Yes,773.86
1046-IIII,Female,0,Yes,No,15,No,Yes,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Mailed check,21.74,No,316.74
3370-EEEE,Male,0,Yes,Yes,53,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),61.91,No,3296.45
9850-IIII,Male,0,No,Yes,42,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.5,No,1951.13
3858-DDDD,Female,0,Yes,No,41,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,24.98,No,1026.73
1422-EEEE,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),47.73,Yes,1005.45
1243-LLLL,Female,1,Yes,No,67,Yes,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Credit card (automatic),47.81,Yes,3211.62
4898-SSSS,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),53.93,No,963.59
6304-AAAA,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,55.08,No,3604.14
3854-IIII,Male,0,Yes,No,38,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,61.44,Yes,2323.66
1858-EEEE,Female,0,Yes,No,72,Yes,Yes,No,Yes,No,No,No,No,Yes,Two year,No,Electronic check,27.49,No,1975.71
7897-QQQQ,Female,0,No,No,18,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),18.78,Yes,356.47
2862-XXXX,Female,1,Yes,Yes,15,Yes,No phone service,No,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,92.22,No,1395.1
2041-PPPP,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.15,Yes,2760.38
8344-YYYY,Female,0,Yes,Yes,24,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.92,Yes,1924.88
6931-QQQQ,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),49.11,Yes,824.1
2786-OOOO,Female,0,No,No,22,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,117.16,Yes,2569.41
9254-HHHH,Male,0,Yes,Yes,10,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.95,Yes,495.86
1710-XXXX,Female,1,No,No,38,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,79.06,No,3018.54
9543-JJJJ,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,40.36,Yes,2683.06
8504-UUUU,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),70.29,No,1695.77
1510-BBBB,Female,1,Yes,Yes,62,Yes,No phone service,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),76.47,Yes,4737.18
8847-MMMM,Female,0,No,Yes,29,No,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.62,Yes,1068.19
7984-VVVV,Male,0,Yes,No,44,Yes,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,30.68,No,1355.76
2768-PPPP,Female,0,No,Yes,60,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,116.1,No,6965.73
8267-CCCC,Male,0,No,No,50,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,108.02,No,5393.44
2323-KKKK,Male,1,Yes,Yes,8,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,84.59,Yes,670.05
3430-CCCC,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),104.79,Yes,101.65
3067-IIII,Female,1,Yes,Yes,4,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),27.85,Yes,95.14
9984-WWWW,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),91.55,No,5585.44
6327-MMMM,Female,1,Yes,No,68,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),46.95,Yes,3185.54
9692-JJJJ,Male,0,Yes,No,51,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.47,Yes,3691.34
8433-QQQQ,Female,1,Yes,No,4,Yes,Yes,No,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),95.11,Yes,378.38
8048-DDDD,Male,0,No,No,58,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),21.61,No,1260.88
2874-UUUU,Female,1,Yes,Yes,67,No,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),88.08,No,5913.74
4522-NNNN,Female,0,Yes,Yes,8,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,61.95,Yes,509.33
8398-HHHH,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),62.44,No,1315.35
7779-KKKK,Male,1,Yes,Yes,26,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,Two year,No,Electronic check,109.43,No,2841.28
8430-MMMM,Female,0,Yes,Yes,9,Yes,No,No,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,104.65,Yes,928.77
7815-XXXX,Female,1,Yes,Yes,60,No,No,DSL,No,Yes,Yes,No,No internet service,No,Two year,No,Credit card (automatic),24.03,No,1466.21
2557-KKKK,Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,No,Bank transfer (automatic),80.39,No,4037.31
7992-KKKK,Female,0,No,No,9,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),62.05,Yes,567.37
5176-LLLL,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),30.09,Yes,157.03
3500-VVVV,Female,0,No,No,61,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),103.78,Yes,6327.04
8770-CCCC,Male,0,Yes,No,4,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No,Two year,No,Mailed check,25.44,Yes,103.06
2494-CCCC,Male,0,Yes,Yes,69,Yes,No phone service,No,No,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,21.48,No,1491.33
2527-NNNN,Male,0,Yes,No,62,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,38.1,No,2343.29
2582-XXXX,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,48.74,No,2674.58
7105-ZZZZ,Male,0,Yes,Yes,58,No,No phone service,No,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),24.37,No,1413.57
3131-RRRR,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),82.7,No,5108.17
1982-SSSS,Female,0,No,No,58,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),62.18,No,3591.56
6400-VVVV,Male,0,No,No,50,Yes,No phone service,No,No,No internet service,Yes,No,Yes,Yes,One year,No,Electronic check,59.67,No,2976.92
3002-NNNN,Male,0,No,No,49,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,No,Bank transfer (automatic),32.86,Yes,1611.0
6793-VVVV,Male,1,Yes,Yes,3,No,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,62.25,No,201.85
7929-XXXX,Female,1,No,Yes,47,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,57.46,Yes,2696.15
1842-JJJJ,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),56.81,Yes,1779.92
6119-LLLL,Male,0,No,No,50,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,40.22,No,2003.73
2697-SSSS,Female,1,No,Yes,51,Yes,No,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,27.74,No,1413.48
9313-GGGG,Male,0,No,Yes,33,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,44.45,Yes,1452.04
3535-VVVV,Male,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.31,No,
8900-HHHH,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,25.58,No,1745.99
2773-LLLL,Male,0,No,No,42,Yes,Yes,No,No,No,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56.67,No,2414.0
7022-DDDD,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.94,Yes,1038.65
5564-SSSS,Female,0,Yes,Yes,58,Yes,No phone service,No,No internet service,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),115.05,No,6676.49
4705-ZZZZ,Male,1,Yes,Yes,52,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.05,No,5353.83
8030-RRRR,Male,1,No,No,18,Yes,No phone service,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,110.37,Yes,1984.31
1430-TTTT,Female,0,Yes,No,40,Yes,No phone service,No,No internet service,No,Yes,No,Yes,No,One year,No,Mailed check,100.66,No,4025.64
5381-AAAA,Male,0,Yes,No,46,Yes,No,No,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,77.46,Yes,3572.65
3955-IIII,Male,1,Yes,No,53,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,104.76,No,5557.36
6062-KKKK,Male,0,No,Yes,54,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),75.06,No,4055.66
6751-AAAA,Female,0,Yes,Yes,18,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,54.2,No,981.4
3972-EEEE,Female,0,No,Yes,61,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),55.67,No,3399.58
7566-CCCC,Male,1,No,Yes,58,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),75.08,No,4341.88
3324-XXXX,Female,0,No,Yes,64,Yes,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.6,Yes,6371.92
1502-CCCC,Female,1,No,Yes,67,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,31.68,No,2129.4
9691-GGGG,Female,1,Yes,Yes,27,Yes,No,No,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,22.2,No,593.45
7163-NNNN,Female,0,No,Yes,17,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),97.6,No,1662.77
8432-KKKK,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,83.33,Yes,2094.27
3578-LLLL,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.79,Yes,1807.28
6105-XXXX,Male,0,Yes,Yes,54,Yes,Yes,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,116.41,Yes,6296.32
6314-YYYY,Male,0,No,No,56,Yes,Yes,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.52,Yes,2436.06
2391-BBBB,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,37.78,Yes,189.63
3549-FFFF,Female,0,No,Yes,0,Yes,No phone service,No,No,No,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),52.52,No, 
1815-VVVV,Male,1,No,No,7,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,106.49,Yes,753.89
2336-IIII,Female,0,Yes,Yes,50,Yes,No phone service,DSL,No internet service,Yes,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),19.65,No,988.43
8259-VVVV,Male,0,No,Yes,24,Yes,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,19.31,No,436.25
7947-PPPP,Male,0,No,Yes,46,Yes,No phone service,No,No internet service,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),40.04,Yes,1823.49
8242-NNNN,Male,0,No,Yes,54,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.03,No,3030.94
5475-GGGG,Female,0,Yes,Yes,63,Yes,No,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),48.64,No,3062.91
9394-DDDD,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),101.15,Yes,894.32
6655-NNNN,Male,0,No,Yes,55,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),87.57,Yes,4809.76
2816-JJJJ,Male,0,Yes,No,11,Yes,No,No,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.45,Yes,1109.99
8972-QQQQ,Male,0,Yes,No,32,Yes,No,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,56.82,No,1817.19
6053-BBBB,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,78.13,Yes,5481.68
4612-MMMM,Female,0,Yes,No,16,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),70.05,Yes,1113.65
1897-AAAA,Female,1,Yes,Yes,60,Yes,No,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.96,Yes,3960.06
4349-JJJJ,Male,0,No,Yes,9,Yes,No,DSL,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,47.2,No,423.76
4460-YYYY,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),89.53,Yes,2701.91
3248-YYYY,Female,0,No,Yes,59,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,70.91,Yes,4196.37
5186-JJJJ,Female,0,Yes,No,69,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.15,No,1788.46
6375-DDDD,Male,0,No,No,16,Yes,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),18.3,Yes,290.89
1126-PPPP,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.29,Yes,985.35
8055-FFFF,Male,0,Yes,No,36,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),25.88,Yes,925.67
3116-MMMM,Female,0,No,Yes,61,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.53,No,3395.18
9725-WWWW,Female,0,Yes,No,71,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,48.97,No,3478.8
4770-QQQQ,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),33.99,No,959.44
6802-CCCC,Male,0,No,Yes,31,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,70.05,Yes,2148.64
7505-XXXX,Male,1,Yes,No,10,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Mailed check,115.75,Yes,1166.8
1693-NNNN,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,34.4,Yes,176.28
1307-OOOO,Female,0,No,No,34,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),43.43,No,1492.69
2275-KKKK,Male,0,Yes,No,32,No,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),64.69,Yes,2063.97
8033-SSSS,Female,0,Yes,No,17,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,82.65,No,1415.81
7626-WWWW,Female,0,No,No,36,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,78.58,No,2831.8
7843-JJJJ,Male,0,No,No,12,Yes,No,No,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),70.63,Yes,848.89
2887-MMMM,Female,0,No,Yes,63,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,92.35,Yes,5813.17
1341-KKKK,Male,0,No,No,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,103.27,No, 
3815-ZZZZ,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,118.65,Yes,7355.35
8538-WWWW,Male,0,Yes,Yes,33,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,65.03,No,2136.2
6928-CCCC,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,118.24,Yes,1060.18
8155-DDDD,Male,0,Yes,No,6,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),91.67,No,544.11
